name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,closed,street,zip,open,close,City,County Name,avg_rating_right,num_of_reviews_right
Cinnaholic,"Cinnaholic, 2560 N University Dr, Coral Springs, FL 33065",0x88d90596a7743b95:0xa44f029066f76cab,,26.265625,-80.25,"Bakery,Dessert shop",4.0,56,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d90596a7743b95:0xa44f029066f76cab?authuser=-1&hl=en&gl=us,0,1,0,0,0,2560 N University Dr FL USA,33065,,9PM,POMPANO BEACH,BROWARD,,
The Hungry Greek,"The Hungry Greek, 2689 Gulf to Bay Blvd #1860, Clearwater, FL 33759",0x88c2efd16e9aa025:0xd5671b6e8e0b8950,Local counter-serve chain featuring a menu of traditional Greek dishes in relaxed surroundings.,27.953125,-82.75,"Greek restaurant,Restaurant",3.0,48,,1.0,1.0,"0x88c2fb1e929b4ab3:0xbc24221765545cb9,0x88c2edf8cc40d4d3:0xb5bfeb8a8ccc3b10,0x88c2ee75f53b20b9:0xdeb12856e08e448d,0x88c2f0993b04eab5:0xa6812c8f5d31c615",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2efd16e9aa025:0xd5671b6e8e0b8950?authuser=-1&hl=en&gl=us,1,0,0,0,1,2689 Gulf to Bay Blvd #1860 FL USA,33759,Permanently closed,Permanently closed,CLEARWATER,PINELLAS,,
Quiznos,"Quiznos, 3001 66th St N, St. Petersburg, FL 33710",0x88c2e336bc7b95ff:0x830ede5b57ef8443,"Known for toasted, build-your-own subs, this counter-serve chain also sells soups, salads & more.",27.796875,-82.75,"Sandwich shop,Caterer,Deli,Fast food restaurant,Restaurant",5.0,2,$,1.0,1.0,"0x88c2e19b486fde71:0xeb27a6200123ecef,0x88c2e329431d8ed1:0xf06a4daa257cca22,0x88c2e332af707883:0xbbe98ed16ea3520b,0x88c2e3295b550f31:0x96b66f73c5cf9da4,0x88c2e32e21b2baef:0xdf9cb97745b6584",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e336bc7b95ff:0x830ede5b57ef8443?authuser=-1&hl=en&gl=us,1,0,0,0,1,3001 66th St N FL USA,33710,,,,,3.31,1154
Village Pizza,"Village Pizza, 4070 Deltona Blvd, Spring Hill, FL 34606",0x88e82010a8cb236b:0xa1317493a5014cdd,"Long-running pizzeria offering a menu of pies, heroes, calzones & classic red-sauce Italian dishes.",28.484375,-82.5625,"Pizza restaurant,Italian restaurant,Pizza delivery,Pizza Takeout",3.0,478,$$,1.0,1.0,"0x88e81e282fa26d19:0xf917658e52578e84,0x88e82066effe2673:0x2c7f235c428747f3,0x88c29fc8e4a5ec05:0x13d2f0c39b3449ff,0x88c2a00b494de31b:0x2765f1211d7e0de5,0x88c2a00b4664cd43:0xf079eee23fef6c49",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e82010a8cb236b:0xa1317493a5014cdd?authuser=-1&hl=en&gl=us,1,0,0,0,0,4070 Deltona Blvd FL USA,34606,11AM,,,,4.35,710
Shell,"Shell, 3609 US-441 SE, Okeechobee, FL 34974",0x88dea0663af231cd:0x9752f91f4256fd05,,27.203125,-80.8125,"Gas station,ATM,Convenience store,Restaurant",3.0,65,$$,1.0,1.0,"0x88dc1f8402a54a4d:0xfe932e415d5ea4d2,0x88dea065f0dcd7cd:0xbe6f5bba058c710e,0x88dc1ffef279a547:0xefb240dc62bb9f41,0x88dc1ff2f6102581:0x63a640a280bcb8ea,0x88dc1e35af9c03f1:0x43b7a651e8032639",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dea0663af231cd:0x9752f91f4256fd05?authuser=-1&hl=en&gl=us,1,0,0,0,0,3609 US-441 SE FL USA,34974,Open 24 hours,Open 24 hours,OKEECHOBEE,OKEECHOBEE,3.86,1134
BJ's Wholesale Club,"BJ's Wholesale Club, 8046 Philips Hwy, Jacksonville, FL 32256",0x88e5ca3a4741c6b1:0x10b53538eb9ae154,"Membership-only retail chain offering bulk groceries, electronics & more in a warehouse-like space.",30.21875,-81.5625,"Warehouse club,Bakery,Deli,Electronics store,Eye care center,Furniture wholesaler,Gas station,Liquor store,Tire shop,Wholesale grocer",4.0,255,$$,1.0,1.0,"0x88e5b5165b774f77:0x7b83fbcb7d885c92,0x88e5caa0e90b439d:0x3becd162cedb2598,0x88e44b14a847491d:0xf76350b322c6e141,0x88e5caa227a1c9d3:0x32ff2dd6530a2b9c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ca3a4741c6b1:0x10b53538eb9ae154?authuser=-1&hl=en&gl=us,0,1,0,0,0,8046 Philips Hwy FL USA,32256,,9PM,JACKSONVILLE,DUVAL,4.48,155
3Natives,"3Natives, 12216 US-1, North Palm Beach, FL 33408",0x88df2ae30f49289b:0xb50b157a1fc81f00,,26.859375,-80.0625,"Health food restaurant,Cafe,Juice shop,Sandwich shop",4.0,138,$$,1.0,1.0,"0x88d92aa41ba942c1:0xa56fa64802b1b18f,0x88df2ac07db98415:0xbd233eba6fd203a2,0x88d8d527cacc2a5d:0xe80249090cb9c8c,0x88d92aa407298de3:0x749e7687d1e76ca4,0x88ded5844b5e1a0f:0xf09355ce41c885a3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88df2ae30f49289b:0xb50b157a1fc81f00?authuser=-1&hl=en&gl=us,1,0,0,0,0,12216 US-1 FL USA,33408,,5PM,,,4.35,184
Ideal Nutrition,"Ideal Nutrition, 480 Hibiscus St Suite 101, West Palm Beach, FL 33401",0x88d8d63954188ad1:0x51eee79803d39de2,Weekly menus of health-conscious entrees are offered at this busy meal prep service with delivery.,26.703125,-80.0625,"Health food restaurant,Health food store,Delivery Restaurant",4.0,228,,1.0,1.0,"0x88d929e1e64523a5:0xf4d50e5fe0d4e810,0x88d8d68a0cb91e63:0x1bcd27c2829a3fa5,0x88d8d68b2fbec73f:0x1a45a1bbf21dad94,0x88d8d60940dee68b:0x2c2e9676612c84c4,0x88d8d661125c6043:0xddbdc15d65d3757b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d63954188ad1:0x51eee79803d39de2?authuser=-1&hl=en&gl=us,1,0,0,0,0,480 Hibiscus St Suite 101 FL USA,33401,,6PM,WEST PALM BEACH,PALM BEACH,4.46,28
Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 5440 Military Trail Suite #5, Jupiter, FL 33458",0x88ded5857b6a4d11:0xd08a9f07bdbc68b4,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.",26.890625,-80.125,"Restaurant,Juice shop",4.0,186,$,1.0,1.0,"0x88ded585a723977b:0xd7f3f8f94ac0e073,0x88df29cc4146b0bd:0xdc58675a3a98c78,0x88ded58581549443:0xa1f33d12e0231006",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ded5857b6a4d11:0xd08a9f07bdbc68b4?authuser=-1&hl=en&gl=us,1,0,0,0,0,5440 Military Trail Suite #5 FL USA,33458,,9PM,,,4.18,2060
China Wok,"China Wok, 12123 Lem Turner Rd, Jacksonville, FL 32218",0x88e5a54d0bc1c00f:0xd2fac97e56381b4,,30.453125,-81.6875,Chinese restaurant,4.0,137,$,1.0,1.0,"0x88e5bb48a929b645:0x66034e7254f3448,0x88e5b03c77c5829d:0xf6d6eb93c200c409,0x88e5b03bcf5ceee9:0xb25ea81fc2338251,0x88e5b0857d9439af:0x56e31696e739da4a,0x88e5b091abdb62d5:0x30d38f18d9225c1c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5a54d0bc1c00f:0xd2fac97e56381b4?authuser=-1&hl=en&gl=us,1,0,0,0,0,12123 Lem Turner Rd FL USA,32218,11AM,,JACKSONVILLE,DUVAL,3.94,255
Nature's Table Cafe,"Nature's Table Cafe, 111 N Orange Ave, Orlando, FL 32801",0x88e77afea7b25875:0x37e4e27032f27b7b,"Counter-serve chain that offers health-oriented sandwiches, salads, soups & smoothies.",28.546875,-81.375,Health food restaurant,4.0,25,$,1.0,1.0,"0x88e77af9931dab6d:0xbe5727d147ccce9,0x88e770751a20029f:0x1959cac3dcf6435e,0x88e77dd6ccf3f74b:0xd006813460bbbd07,0x88e77a920a7709cf:0x780aea4664b3911a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77afea7b25875:0x37e4e27032f27b7b?authuser=-1&hl=en&gl=us,1,0,0,0,0,111 N Orange Ave FL USA,32801,,3PM,ORLANDO,ORANGE,,
McDonald's,"McDonald's, 1425 NE 163rd St, North Miami Beach, FL 33162",0x88d9adbb116630e3:0xf638353ac49c407c,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",25.921875,-80.1875,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",3.0,158,$,1.0,1.0,"0x88d9adb8c8095ea1:0x851ae501ef6e0cd4,0x88d9adc74bdd2891:0x94a7e9575ee3ba4,0x88d9adc154c3934f:0x1386cd3324c254ae,0x88d9adc6cbb03abd:0xf6e0b5f175720400,0x88d9adb93b30eaad:0x421a99bb3a76be42",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9adbb116630e3:0xf638353ac49c407c?authuser=-1&hl=en&gl=us,1,0,0,0,1,1425 NE 163rd St FL USA,33162,,,MIAMI,MIAMI-DADE,4.07,5393
Thai One On,"Thai One On, 1111 E Hallandale Beach Blvd, Hallandale Beach, FL 33009",0x88d9ac8222a1d375:0x6ede62f6022d30d1,Casual Pan-Asian eatery with a menu of specialty Japanese hand rolls & traditional Siamese curries.,25.984375,-80.125,"Thai restaurant,Asian restaurant,Bar,Dessert shop,Family restaurant,Delivery Restaurant,Takeout Restaurant,Southeast Asian restaurant,Sushi restaurant,Wine bar",4.0,98,,1.0,1.0,"0x88d9ac821953ffff:0x3663a5ad3f9918a3,0x88d9ac779949da1f:0x303b7e81e6c449f6,0x88d9ac801d529b7d:0x5742d3c6c54efa34",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ac8222a1d375:0x6ede62f6022d30d1?authuser=-1&hl=en&gl=us,1,0,0,0,1,1111 E Hallandale Beach Blvd FL USA,33009,Permanently closed,Permanently closed,,,,
Jimmy John's,"Jimmy John's, 2806 E Bearss Ave, Tampa, FL 33613",0x88c2c78314fe2fb1:0x5c0ba89a74cf7665,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.",28.078125,-82.4375,"Sandwich shop,Caterer,Fast food restaurant,Delivery Restaurant,Takeout Restaurant",4.0,73,$,1.0,1.0,"0x88c2c78c61fbfbab:0x75987625eba23e48,0x88c2c7a862071ef1:0x41d7b071fa3a1e26,0x88c2c7c569952323:0x88736963948a879,0x88c2c7756fd964f9:0xb23b7e7eb73219b6,0x88c2c75937cd6bb7:0x7ae5f69e7e7f37e4",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c78314fe2fb1:0x5c0ba89a74cf7665?authuser=-1&hl=en&gl=us,1,0,0,0,0,2806 E Bearss Ave FL USA,33613,10:30AM,,TAMPA,HILLSBOROUGH,4.23,3129
Thai Cafe,"Thai Cafe, 4511 Manatee Ave W, Bradenton, FL 34209",0x88c317c061d1a9f7:0x5c32039adc1e2e0f,,27.5,-82.625,"Thai restaurant,Takeout Restaurant,Restaurant",4.0,78,,1.0,1.0,"0x88c316e281e074bb:0xc08d645a2ee5c76b,0x88c31616d3518f43:0x90ee18e28b1d2522,0x88c3159de42fd4c7:0x81d626d05e22516e,0x88c317e87c2f513d:0x4395df71e234a3c4",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c317c061d1a9f7:0x5c32039adc1e2e0f?authuser=-1&hl=en&gl=us,1,0,0,0,0,4511 Manatee Ave W FL USA,34209,11AM,,BRADENTON,MANATEE,,
Planet Smoothie,"Planet Smoothie, Mem Hwy, 8085 W Irlo Bronson Memorial Hwy #3, Kissimmee, FL 34747",0x88dd7dcaa626cd9f:0x19aec0cd4b85deee,"Sleek chain for custom smoothies made with yogurt, sherbet & nutrition-oriented add-ins.",28.34375,-81.625,"Juice shop,Health food restaurant",4.0,38,$,1.0,1.0,"0x88dd7c22940ffd7f:0xb840d8d88614267,0x88dd83e3914a27ad:0xe595059069c1390b,0x88dd7f5f383c7bcd:0x8566acf994ae2b53,0x88dd86c964a1df51:0x1ab39482a00914dd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7dcaa626cd9f:0x19aec0cd4b85deee?authuser=-1&hl=en&gl=us,1,0,0,0,0,Mem Hwy FL USA,34747,10AM,,KISSIMMEE,OSCEOLA,4.32,294
Subway,"Subway, 5234 FL-100 #108, Palm Coast, FL 32164",0x88e6936558c2ece3:0x39393ae2b42b0b60,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",29.46875,-81.1875,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,88,$,1.0,1.0,"0x88e6eb22900e3cb1:0xe85bf8d654093f71,0x88e6eabf9f69ca3b:0xee391a830c1593f1,0x88e6ec84caa8774f:0x6a905ae7dc3b34f8,0x88e6959662e66bc7:0xa4c071aa9336b5dc,0x88e6945d0c97476d:0xfaf8ee347089f9a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6936558c2ece3:0x39393ae2b42b0b60?authuser=-1&hl=en&gl=us,1,0,0,0,0,5234 FL-100 #108 FL USA,32164,9AM,,PALM COAST,FLAGLER,3.95,47262
Domino's Pizza,"Domino's Pizza, 1111 15th St, Panama City, FL 32401",0x88938156b1e48603:0x9d00ec4ea419fbec,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,30.171875,-85.6875,"Pizza delivery,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout",4.0,253,$,1.0,1.0,"0x889383d0363a7e95:0xbffd77623f84837d,0x889383dd64cf9a47:0x7a19e7911e90ecef,0x8893869d793f7ac9:0xa7a060a835ad5bc6,0x889381d225f1d8b1:0x1fae328598b3e23b,0x889383d2dc7bbb33:0x87136bbb2430fe8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938156b1e48603:0x9d00ec4ea419fbec?authuser=-1&hl=en&gl=us,1,0,0,0,0,1111 15th St FL USA,32401,10AM,,PANAMA CITY,BAY,4.19,3784
New Dragon Restaurant,"New Dragon Restaurant, 5902 W 16th Ave, Hialeah, FL 33012",0x88d9bae405b46019:0xa9de2cdcb9fc865a,,25.875,-80.3125,"Chinese restaurant,Delivery Restaurant",4.0,138,$,1.0,1.0,"0x88d9baf1aee08ec9:0x657cb0600865d3f9,0x88d9bade6d342069:0x2f9f81e138fd4e80,0x88d9bb10a5705229:0xcd3e7701d1716218,0x88d9baf650810da1:0x867b1d35e7bd1dcd,0x88d9bb6a636a7463:0x3831989a60cb0cc8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bae405b46019:0xa9de2cdcb9fc865a?authuser=-1&hl=en&gl=us,1,0,0,0,0,5902 W 16th Ave FL USA,33012,12PM,,HIALEAH,MIAMI-DADE,,
The Grove,"The Grove, 187 NE 2nd Ave, Delray Beach, FL 33444",0x88d8dfc39d59d46d:0x69eeff788cdb22bd,"Intimate American restaurant featuring a sleek, contemporary dining room, plus a patio.",26.46875,-80.0625,"American restaurant,Restaurant",4.0,135,$$$,1.0,1.0,"0x88d8dfdcac0e8d61:0x28978a1c5b1bed8e,0x88d8dfdd20a9467f:0xa5bb98c8bda9982b,0x88d8dfdc97172c25:0x8367eefd7b73d965,0x88d8dfdcb20faaf5:0xd1b8cdd25896ee61,0x88d8dfc2dbeff493:0x3bcf2605fafe5281",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8dfc39d59d46d:0x69eeff788cdb22bd?authuser=-1&hl=en&gl=us,1,0,0,0,0,187 NE 2nd Ave FL USA,33444,6PM,,DELRAY BEACH,PALM BEACH,,
It's Just Wings,"It's Just Wings, 530 E Merritt Island Causeway, Merritt Island, FL 32952",0x88e0a94069582b77:0x792291e8819f805c,,28.359375,-80.6875,"Chicken wings restaurant,Chicken restaurant,Restaurant",4.0,8,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e0a94069582b77:0x792291e8819f805c?authuser=-1&hl=en&gl=us,1,0,0,0,0,530 E Merritt Island Causeway FL USA,32952,10:45AM,,,,,
Domino's Pizza,"Domino's Pizza, 1514 Immokalee Rd Unit 102, Naples, FL 34110",0x88db1eae168531bb:0xb1cbf0ef003ea01e,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,26.265625,-81.8125,"Pizza delivery,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout",4.0,118,$,1.0,1.0,"0x88db1ec79de96fd9:0x6cb59c55ee6aca95,0x88db1ec0b85d66ef:0x908efc228381d2ac,0x88db1ec0657452fd:0x61d383d535fc588b,0x88db1ec7a3d73bb3:0xc209d12d4ad28a8f,0x88db1e6aeda3d8d3:0x782fb2590b7d4b70",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1eae168531bb:0xb1cbf0ef003ea01e?authuser=-1&hl=en&gl=us,1,0,0,0,0,1514 Immokalee Rd Unit 102 FL USA,34110,10:30AM,,NAPLES,COLLIER,4.19,3784
Papa John's Pizza,"Papa John's Pizza, 4706 Babcock St NE, Palm Bay, FL 32905",0x88de127acdda081d:0x55105cd0082ddba5,"Take-out/delivery chain offering classic & specialty pizzas, wings & breadsticks, plus desserts.",28.03125,-80.625,Pizza restaurant,3.0,208,$,1.0,1.0,"0x88de1287cdd484a7:0x68b7d067ed03f3e4,0x88de127b13ae2811:0x4dc541575b4b2bab,0x88de12663526a50b:0x28b5d62669fa5b76,0x88de1204d60059d9:0xdebe1d636cd8bbda,0x88de0d3162107c47:0xfc35a4e9488d78c1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de127acdda081d:0x55105cd0082ddba5?authuser=-1&hl=en&gl=us,1,0,0,0,0,4706 Babcock St NE FL USA,32905,11AM,,PALM BAY,BREVARD,4.38,2500
Subway,"Subway, 2900 W. Sample Rd Ff-110, Pompano Beach, FL 33073",0x88d91cca56da5bed:0x97a5f8aae02fb6d3,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",26.265625,-80.1875,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3.0,15,$,1.0,1.0,"0x88d91cca56da5bed:0x689180c91a74ccc1,0x88d91ccc216d5d8b:0x306b53428f215e91,0x88d91cd24b0dae45:0xcbdecf57c130bacf,0x88d91cca56da5bed:0x701fc124fd702e5e,0x88d91cd202aeb09f:0xec9373d86b281663",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91cca56da5bed:0x97a5f8aae02fb6d3?authuser=-1&hl=en&gl=us,1,0,0,0,0,2900 W. Sample Rd Ff-110 FL USA,33073,Temporarily closed,Temporarily closed,POMPANO BEACH,BROWARD,3.95,47262
The Bistro,"The Bistro, 17 N Safford Ave, Tarpon Springs, FL 34689",0x88c28d7318312619:0x2101b1ebda2894dd,"Rustic spot for relaxed Italian dining with a stand-alone bar, early-bird specials & a patio.",28.140625,-82.75,"Mediterranean restaurant,Italian restaurant,Tapas restaurant",4.0,396,$$,1.0,1.0,"0x88c28d7317afd5c9:0xbc1f41b3df9027f5,0x88c28d732ddf95c7:0xe3b7bd121823c558,0x88c28d731d12ed59:0x54c698edebca3c4a,0x88c28da7510fc817:0x2627d492b9b7940a,0x88c28d0a0c88c97d:0xf77f857ec48bc460",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d7318312619:0x2101b1ebda2894dd?authuser=-1&hl=en&gl=us,1,0,0,0,0,17 N Safford Ave FL USA,34689,4PM Wed,,TARPON SPRINGS,PINELLAS,4.28,252
California Tortilla,"California Tortilla, 6375 N Wickham Rd, Melbourne, FL 32940",0x88de0501d2f60b33:0x1d438272510ebbac,"Counter-serve chain for made-to-order burritos, quesadillas & other California-style Mexican fare.",28.21875,-80.6875,"Mexican restaurant,Caterer,Restaurant",4.0,168,$,1.0,1.0,"0x88de0fc75fbb129f:0xf9d7f6947adffded,0x88de11f1d9e40f3d:0x46ecd431dd85ecce,0x88de0f98be5e19a1:0x53e56f5a3600d6de,0x88de06a25d979b07:0x4089fe6853e3530e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0501d2f60b33:0x1d438272510ebbac?authuser=-1&hl=en&gl=us,1,0,0,0,1,6375 N Wickham Rd FL USA,32940,Permanently closed,Permanently closed,MELBOURNE,BREVARD,,
Shell,"Shell, 1971 Sunset Point Rd, Clearwater, FL 33765",0x88c2f1c068a15569:0x7fd4c62795ae69a6,,27.984375,-82.75,"Gas station,ATM,Car wash,Convenience store,Restaurant",4.0,5,$$,1.0,1.0,"0x88c2e4fd602bf471:0x44f3277fdefa62b9,0x88c2f0f01a19b569:0xd87cf5cfd679cc02,0x88c2efcc1d9845ab:0x9b898db1a0c0f5ee",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f1c068a15569:0x7fd4c62795ae69a6?authuser=-1&hl=en&gl=us,1,0,0,0,1,1971 Sunset Point Rd FL USA,33765,Permanently closed,Permanently closed,CLEARWATER,PINELLAS,3.86,1134
Subway,"Subway, 355 W Granada Blvd Unit C, Ormond Beach, FL 32174",0x88e6db677d81274f:0x65166bfba600c609,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",29.28125,-81.0625,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3.0,58,$,1.0,1.0,"0x88e6db5d501f99e1:0x1f7aef2705e2f203,0x88e6db6767da1d5d:0x16df4de93d29bc1e,0x88e6dc9909765f59:0x5c7aabe91d2c81d2,0x88e6db5d64f49e05:0x95f82375c1157d07,0x88e6db6760272f6b:0x999d5e635daaedc",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6db677d81274f:0x65166bfba600c609?authuser=-1&hl=en&gl=us,1,0,0,0,0,355 W Granada Blvd Unit C FL USA,32174,Temporarily closed,Temporarily closed,ORMOND BEACH,VOLUSIA,3.95,47262
Jersey Boardwalk Pizza,"Jersey Boardwalk Pizza, 20 High Point Rd, Tavernier, FL 33070",0x88d738a988649599:0x44359fe83874bc25,"Philly cheesesteaks, pizza & subs turned out in a low-maintenance space with outdoor seating.",24.984375,-80.5625,"Pizza restaurant,European restaurant,Italian restaurant,Takeout Restaurant,Restaurant",4.0,208,$,1.0,1.0,"0x88d740ef9bdbabb9:0xd409cd811eef0e6d,0x88d738af80eab44b:0x3bb23d79a140a81a,0x88d740b6cb8cecbd:0x50f88a6e69c1bd3,0x88d739a71f177b0b:0x8ed3661c57a40e50",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d738a988649599:0x44359fe83874bc25?authuser=-1&hl=en&gl=us,1,0,0,0,1,20 High Point Rd FL USA,33070,Permanently closed,Permanently closed,,,,
Pizza Hut,"Pizza Hut, 7221 N Pine Island Rd, Tamarac, FL 33321",0x88d9058c453d043f:0xbe89e35cc0bbf8d8,Family-friendly chain known for its made-to-order pizzas.,26.21875,-80.25,"Pizza delivery,Chicken wings restaurant,Takeout Restaurant,Pizza restaurant",3.0,225,$,1.0,1.0,"0x88d905bf8524bf6d:0x2e903672c460d328,0x88d905b4577b6205:0x6807a5ecdec4f63b,0x88d9067561398a85:0xabf7bd00c114e3d7,0x88d90f5038221001:0xce0b9f85152650e2,0x88d905a19bd80dad:0xe424be4365c321a6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9058c453d043f:0xbe89e35cc0bbf8d8?authuser=-1&hl=en&gl=us,1,0,0,0,0,7221 N Pine Island Rd FL USA,33321,11AM,,FORT LAUDERDALE,BROWARD,4.56,1710
Crispers,"Crispers, 100 Main St #101, Safety Harbor, FL 34695",0x88c2ee8b05efa243:0xf883ddf326dc91b0,"Counter-serve chain with a healthy ethos serving soups, salads, sandwiches & more in modern digs.",27.984375,-82.6875,"Salad shop,Deli,Delivery Restaurant,Takeout Restaurant,Sandwich shop,Soup restaurant",4.0,48,$$,1.0,1.0,0x88c2ee8a8d3dee3d:0x22aedea238647080,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ee8b05efa243:0xf883ddf326dc91b0?authuser=-1&hl=en&gl=us,1,0,0,0,1,100 Main St #101 FL USA,34695,Permanently closed,Permanently closed,SAFETY HARBOR,PINELLAS,4.19,103
World of Beer,"World of Beer, 12904 N Dale Mabry Hwy, Tampa, FL 33618",0x88c2c0eeed8a08af:0x96e80db7d21a221a,"Hangout featuring 500+ global beers, lots of craft drafts & tavern food in pub digs with TVs.",28.0625,-82.5,"Bar & grill,American restaurant,Bar,Gastropub",4.0,8,,1.0,1.0,"0x88c2c45af0912b19:0xc54f838a7918d6ba,0x88c2c0369cc5946f:0x598072dd7bad0e30,0x88c2c0ede4681029:0xe4924f9827e1802d,0x88c2c4899e53320b:0xc73294ca5a74d273,0x88c2c23f816ed259:0xe7e0a07c9a737eee",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c0eeed8a08af:0x96e80db7d21a221a?authuser=-1&hl=en&gl=us,1,0,0,0,1,12904 N Dale Mabry Hwy FL USA,33618,,,TAMPA,HILLSBOROUGH,4.39,512
Wayback Burgers,"Wayback Burgers, 17030 US-441, Mt Dora, FL 32757",0x88e7a2c163ea6f11:0x1cb2534117ee8bb6,Made-to-order burgers & milkshakes fill out the menu at this family-friendly chain with retro decor.,28.8125,-81.6875,"Hamburger restaurant,American restaurant,Breakfast restaurant,Fast food restaurant",4.0,144,$$,1.0,1.0,"0x88e7a250d3a72be3:0xdae4f427c65dfac3,0x88e7a2e858cb1e51:0x43bf345b003e1d8d,0x88e7a2570c673ef9:0x924f24e268c5555d,0x88e7a2c4f5926609:0x3eb9d0c149ce92a7,0x88e7a2c27b1ba461:0x9bb819f636c8022d",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7a2c163ea6f11:0x1cb2534117ee8bb6?authuser=-1&hl=en&gl=us,1,0,0,0,0,17030 US-441 FL USA,32757,10:30AM,,MOUNT DORA,LAKE,,
Cafe Bustelo,"Cafe Bustelo, 12710 Pegasus Cir, Orlando, FL 32816",0x88e7685cf69d0b6f:0x466f9afdbc1175c8,,28.59375,-81.1875,Restaurant,3.0,46,,1.0,1.0,"0x88e7685ac9d7e821:0x3c3fef7c9d101d03,0x88e7685c729dfcbd:0x6f6428c7e2a2bc41,0x88e7685c30e1a7ad:0x546545b0b039b73d,0x88e7685c6dcaa045:0x7a2a1c1a7617b779,0x88e769a3f75a633f:0x50c410a87d7ad4c0",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7685cf69d0b6f:0x466f9afdbc1175c8?authuser=-1&hl=en&gl=us,1,0,0,0,0,12710 Pegasus Cir FL USA,32816,Temporarily closed,Temporarily closed,ORLANDO,ORANGE,3.67,27
Beef 'O' Brady's,"Beef 'O' Brady's, 13180 Cortez Blvd, Brooksville, FL 34613",0x88e81ee8800da79b:0x7cde432a5e452646,"Pub chain for the whole family, with Irish-inflected grub plus TVs & sports memorabilia galore.",28.53125,-82.5,"American restaurant,Family restaurant,Irish pub,Restaurant,Sports bar",3.0,58,$$,1.0,1.0,"0x88e81ee1abd9da4b:0xb718ac8abf1ef298,0x88e82086508d3785:0x47fbfcaf43878a87,0x88e81f1e5069231b:0xa02567f17f8b48c4,0x88e81ee137a45f6d:0x89db4f539c7f9ef4,0x88e81cba57f46c37:0xe6715afc6966a91f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e81ee8800da79b:0x7cde432a5e452646?authuser=-1&hl=en&gl=us,1,0,0,0,1,13180 Cortez Blvd FL USA,34613,Permanently closed,Permanently closed,BROOKSVILLE,HERNANDO,3.8,1944
