,Nombre,address,gmap_id,description,category,Rating,Reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,Condición_Establecimiento,street,Zip,horario,open,close,City,County Name,latitude,longitude
490,Subway,"Subway, 3001 N State Rd 7, Lauderdale Lakes, FL 33313",0x88d906bc0fc5a4bf:0x2c20b39d28012bbd,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4,38,$,1.0,1.0,"0x88d906bb07ed2f43:0x7017a38ff5bc0be9,0x88d9041a35936c17:0x89932b2a59a956a4,0x88d9041a35936c17:0x5935dcb9b952581",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d906bc0fc5a4bf:0x2c20b39d28012bbd?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3001 N State Rd 7 FL USA,33313,Open ⋅ Closes 11PM,Sin Dato,11PM,FORT LAUDERDALE,BROWARD,26.0491998,-80.2084957
491,Wawa,"Wawa, 4401 NW 76th Ave, Lauderhill, FL 33351",0x88d9067503062785:0xeb3d64a9cf356ba0,Convenience store chain known for sandwiches & coffee. Many offer fuel & are open 24/7.,"Convenience store,Breakfast restaurant,Cafe,Candy store,Cheesesteak restaurant,Coffee shop,Fast food restaurant,Gas station,Hoagie restaurant,Sandwich shop",3,68,$,1.0,1.0,"0x88d9070c84810b83:0x4840bbee1dbefd17,0x88d906ff90d0d7a1:0x2a4720849ce9faed,0x88d9a9d4fbfce80f:0x25ae3257b1ab30e7,0x88d908369b7eda39:0x3abf3c2e66a1b6f7",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9067503062785:0xeb3d64a9cf356ba0?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,4401 NW 76th Ave FL USA,33351,Open 24 hours,Open 24 hours,Open 24 hours,FORT LAUDERDALE,BROWARD,26.1364488,-80.2514922
492,The Poké Company,"The Poké Company, 1208 E Kennedy Blvd Suite 116, Tampa, FL 33602",0x88c2c5667b1236f1:0xd755410716e85cbf,Sin Dato,Restaurant,4,94,$$,1.0,1.0,"0x88c2c11b896c2921:0x12d6a6732e9d96b2,0x88c2c34748ee1d63:0xcdf948a817cda003,0x88c2c4f6c0374833:0xfc62730aec495489,0x88c2c737f74010d9:0xca4bd5b661930d24,0x88c2c7cf8ede86c1:0x835ab4777b953a2d",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c5667b1236f1:0xd755410716e85cbf?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1208 E Kennedy Blvd Suite 116 FL USA,33602,Open ⋅ Closes 10PM,Sin Dato,10PM,TAMPA,HILLSBOROUGH,27.953125,-82.4375
493,Coral Cafe,"Coral Cafe, 12751 El Clair Ranch Rd, Boynton Beach, FL 33437",0x88d9204ce2d8b801:0x6799b7368b6f59b1,Sin Dato,American restaurant,4,14,Sin Dato,1.0,1.0,"0x88d92090718b6ea1:0x36e14dfacc475b60,0x88d921157b4283cd:0xca985ba040690095,0x88d921039be22265:0x72223b3b0262bb18,0x88d8dfdb4c060149:0xb3ba9b64ac029033,0x88d9210751cecc3d:0x8f257ec8f8eca88e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9204ce2d8b801:0x6799b7368b6f59b1?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,12751 El Clair Ranch Rd FL USA,33437,Open ⋅ Closes 2PM ⋅ Reopens 4PM,Sin Dato,2PM,BOYNTON BEACH,PALM BEACH,26.48749572647583,-80.13908232040748
494,Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 18451 NW 67th Ave, Hialeah, FL 33015",0x88d9a50e28b9d64b:0x6b10f2c36c608504,"Cheerful self-serve chain with dozens of frozen yogurt flavors & toppings, sold by weight.","Frozen yogurt shop,Bakery,Cake shop,Caterer,Dessert restaurant,Dessert shop,Ice cream shop,Kosher restaurant",3,67,$,1.0,1.0,"0x88d9bc7570e6d5bf:0xc0385721732e69d9,0x88d9a53b44bfff09:0xf92e8dfa410751c1,0x88d9a4d6c3ebaf9d:0x1bf32b7212488dbb,0x88d9bb2ffa6305ef:0x34b2098eb460d853,0x88d9bb1a1a1c2e11:0xa573a368608a30a4",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a50e28b9d64b:0x6b10f2c36c608504?authuser=-1&hl=en&gl=us,1,1,0,0,Inactivo,18451 NW 67th Ave FL USA,33015,Permanently closed,Permanently closed,Permanently closed,HIALEAH,MIAMI-DADE,25.94120607070707,-80.30677546464646
495,Domino's Pizza,"Domino's Pizza, 7118 Southgate Blvd, North Lauderdale, FL 33068",0x88d9059c3a9c9a71:0xcfad99209a0d13ad,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"Pizza delivery,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout",3,88,$,1.0,1.0,"0x88d904695b83b0ab:0xd118710a4064a140,0x88d905b4577b6205:0x6807a5ecdec4f63b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9059c3a9c9a71:0xcfad99209a0d13ad?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,7118 Southgate Blvd FL USA,33068,Open ⋅ Closes 1AM,Sin Dato,1AM,POMPANO BEACH,BROWARD,26.228991031315548,-80.24694741115034
496,Jimmy John's,"Jimmy John's, 1507 N Federal Hwy, Fort Lauderdale, FL 33304",0x88d901c083ed0739:0x89b2df3fe8cc8fab,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.","Sandwich shop,Caterer,Fast food restaurant,Delivery Restaurant,Takeout Restaurant,Restaurant",3,24,$,1.0,1.0,"0x88d904755ba4a923:0xa2536a66a2537d45,0x88d901b7e6b89931:0x500405e5163b94bd,0x88d903bb9a9a7bff:0xd0054536e5b37df2",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d901c083ed0739:0x89b2df3fe8cc8fab?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,1507 N Federal Hwy FL USA,33304,Permanently closed,Permanently closed,Permanently closed,FORT LAUDERDALE,BROWARD,26.147441132945197,-80.11988088138348
497,Subway,"Subway, 3723 E County Hwy 30A Unit 8, Santa Rosa Beach, FL 32459",0x8893e514b7ee104d:0x5a07b2d0ac9d2d08,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4,68,$,1.0,1.0,"0x8893e225b7caec0b:0xe0a3fdc750724011,0x8893e51b8647a801:0x1b186797bdc9cbf6,0x8893e56b1b2e0dd1:0xa0e83f125131a85c,0x88938cf84ea94cd5:0x37f93c9221f2514a,0x8893e47ca8dffc19:0xd37df3ab538f3293",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893e514b7ee104d:0x5a07b2d0ac9d2d08?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3723 E County Hwy 30A Unit 8 FL USA,32459,Open ⋅ Closes 8PM,Sin Dato,8PM,SANTA ROSA BEACH,WALTON,30.3125,-86.125
498,Nature's Table,"Nature's Table, 10401 ViaPort Florida Lake Square Mall, US-441 #0088, Leesburg, FL 34788",0x88e7be76b4a2ffff:0x1a106a41b9f16a1e,"Counter-serve chain that offers health-oriented sandwiches, salads, soups & smoothies.",Health food restaurant,4,25,$,1.0,1.0,"0x88e7be73a5c42255:0xbd9cb9f81f82343a,0x88e7bf8ecdce53e9:0xed1ef5217df1036e,0x88e7be6dc58d4fab:0x184ddb191a39d4cc,0x88e7c01ac1c08815:0x87b79dca5f008639,0x88e7c01ad3c5dbcb:0xcfe3f2330a2063",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7be76b4a2ffff:0x1a106a41b9f16a1e?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,10401 ViaPort Florida Lake Square Mall FL USA,34788,Permanently closed,Permanently closed,Permanently closed,LEESBURG,LAKE,28.828125,-81.8125
499,Smoothie King,"Smoothie King, 10334 Roosevelt Blvd N, St. Petersburg, FL 33716",0x88c2e6812fab807d:0xfff9fa3c762292dd,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.","Juice shop,Fast food restaurant,Health food restaurant,Delivery Restaurant,Takeout Restaurant,Vitamin & supplements store",4,114,$$,1.0,1.0,"0x88c2e4648de80abb:0xdd41cc91af282235,0x88c2e5c2979abb35:0xd346d950be1570a0,0x88c2e686d323c375:0xa60de0b91649c421,0x88c2e19dbc54354f:0x8e56fc77ef60b16f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e6812fab807d:0xfff9fa3c762292dd?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,10334 Roosevelt Blvd N FL USA,33716,Open ⋅ Closes 9PM,Sin Dato,9PM,SAINT PETERSBURG,PINELLAS,27.866472,-82.642603
500,Subway,"Subway, 116 N 2nd St Suite 101, Fort Pierce, FL 34950",0x88def100640e75dd:0x8897f79747048acd,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3,98,$,1.0,1.0,"0x88def190a2df1bb1:0x56be2fba19cfc887,0x88def1ac07d21e41:0x572edb8f9417bfa3,0x88def117989aedc1:0x78d802710b4218f,0x88def1b23ce280b1:0x603fc98bb3fbaa1f,0x88def1b4360f042b:0x21f4d26d123e16cd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88def100640e75dd:0x8897f79747048acd?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,116 N 2nd St Suite 101 FL USA,34950,Open ⋅ Closes 9PM,Sin Dato,9PM,FORT PIERCE,SAINT LUCIE,27.453125,-80.3125
501,Subway,"Subway, 1050 301, South, Baldwin, FL 32234",0x88e5933dc933b4a1:0x3ef6a7bd402dd0a,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3,138,$,1.0,1.0,"0x88e5933db1c29383:0x4f761218fc13bb2,0x88e59332675e813d:0xaeb64725751f00ef,0x88e5933dc933b4c3:0x61c2a4e2028dc729,0x88e593330c72a045:0x222702ea7cf12c4f,0x88e5933f8da715e7:0x117db7cc4eee0dac",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5933dc933b4a1:0x3ef6a7bd402dd0a?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1050 301 FL USA,32234,Open 24 hours,Open 24 hours,Open 24 hours,JACKSONVILLE,DUVAL,30.28125,-82.0
502,Shell,"Shell, 3835 White Lake Blvd, Naples, FL 34117",0x88dafd520491d55f:0x40f65a351db45de3,Sin Dato,"Gas station,ATM,Convenience store,Restaurant",3,74,$$,1.0,1.0,"0x88dafd521cc2fbad:0x111793f5eab8372a,0x88dae37e17d0ad39:0x2419b8075c4d93e4,0x88dafd358d414de5:0xc0d8aec7fd64c12b,0x88dafd358b405859:0xad2ff1e8f9b96625",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dafd520491d55f:0x40f65a351db45de3?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3835 White Lake Blvd FL USA,34117,Open 24 hours,Open 24 hours,Open 24 hours,NAPLES,COLLIER,26.164688837724174,-81.68516720699066
503,Pizza Hut Express,"Pizza Hut Express, 10500 Ulmerton Rd East, Largo, FL 33771",0x88c2fa5beade23eb:0xe86e32bca650589d,Family-friendly chain known for its made-to-order pizzas.,"Pizza restaurant,Takeout Restaurant",4,6,$,1.0,1.0,"0x88c2fb999157ecdf:0x5319b3cd339c7d4b,0x88c2fa2e7a558e07:0x84a4c408ae5d97b4,0x88c2fae223209645:0xb1d1aa0fac7c9f1a,0x88c2fa435a32f235:0xdc836fc791885b27",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fa5beade23eb:0xe86e32bca650589d?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,10500 Ulmerton Rd East FL USA,33771,Sin Dato,Sin Dato,Sin Dato,LARGO,PINELLAS,27.890625,-82.8125
504,The Beef People,"The Beef People, 6270 Commercial Way, Spring Hill, FL 34613",0x88e821d393453d39:0x1add25f3f68b21f0,Sin Dato,Restaurant,4,3,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e821d393453d39:0x1add25f3f68b21f0?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,6270 Commercial Way FL USA,34613,Sin Dato,Sin Dato,Sin Dato,BROOKSVILLE,HERNANDO,28.522015725343326,-82.57002163340636
505,BJ's,"BJ's, 2421 W Osceola Pkwy, Kissimmee, FL 34741",0x88dd87e3869e8e83:0x9cf66beb672ff2a0,Sin Dato,Restaurant,4,8,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd87e3869e8e83:0x9cf66beb672ff2a0?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,2421 W Osceola Pkwy FL USA,34741,Sin Dato,Sin Dato,Sin Dato,KISSIMMEE,OSCEOLA,28.3419701,-81.4309059
506,Johnny Rockets,"Johnny Rockets, 4348 Legendary Dr Suite B-108, Destin, FL 32541",0x88914356c414abd7:0xf077ed03b0a3885d,"Burgers, shakes & fries arrive in a '50s diner setting at this outpost of the international chain.",Hamburger restaurant,2,107,$$,1.0,1.0,"0x8891435127c77b7f:0xcd805c313ee7b443,0x889144a66b571f3b:0x27e8d984018dd2de,0x889143567586c987:0xb4ac98a1dd7683c2,0x8891435669050c33:0x4d3d6433104aa410",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88914356c414abd7:0xf077ed03b0a3885d?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,4348 Legendary Dr Suite B-108 FL USA,32541,Permanently closed,Permanently closed,Permanently closed,DESTIN,OKALOOSA,30.390625,-86.4375
507,Jamba,"Jamba, 430 E Linton Blvd Ste #904, Delray Beach, FL 33483",0x88d8e071c4c08eb7:0x38f90215c8ebabbc,"Straightforward counter-serve chain for smoothies, juices & health-focused light bites","Juice shop,Restaurant",4,58,$,1.0,1.0,"0x88d8e07223622f29:0x563e1b4c132a947e,0x88d8dfdb6cfd4b0f:0x7e0379e0ada08571,0x88d8dfe636835a3d:0x19250f26297482f0,0x88d8dfc3450d0939:0x58a426f45e878bfc",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8e071c4c08eb7:0x38f90215c8ebabbc?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,430 E Linton Blvd Ste #904 FL USA,33483,Open ⋅ Closes 8PM,Sin Dato,8PM,DELRAY BEACH,PALM BEACH,26.4375,-80.0625
508,Golden Krust,"Golden Krust, 620 N University Dr, Pembroke Pines, FL 33024",0x88d9a8c3e4d36333:0xbc5ad862ed3b9d15,"Island-themed counter-serve chain offering Jamaican beef patties, jerk chicken & curry dishes.","Jamaican restaurant,Caribbean restaurant,Fast food restaurant",3,106,$,1.0,1.0,"0x88d90138bf2002cd:0xba851c8c496e16a,0x88d9a8c42e399727:0x30776f72e41b6d56,0x88d9aeb640b10273:0x8993bf7e0decdb2d,0x88d9abc8e26450a9:0x32b05922431e83a6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a8c3e4d36333:0xbc5ad862ed3b9d15?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,620 N University Dr FL USA,33024,Sin Dato,Sin Dato,Sin Dato,HOLLYWOOD,BROWARD,26.130754871760697,-80.25681302870568
509,New Moon Restaurant,"New Moon Restaurant, 97 SW 8th St, Miami, FL 33130",0x88d9b72ce4693175:0x2ee326e07bd7c178,Sin Dato,"Latin American restaurant,American restaurant,Colombian restaurant,Cuban restaurant,Delivery Restaurant",4,58,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b72ce4693175:0x2ee326e07bd7c178?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,97 SW 8th St FL USA,33130,Permanently closed,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,25.765625,-80.1875
510,Hungry Howie's Pizza,"Hungry Howie's Pizza, 4112 Bee Ridge Rd, Sarasota, FL 34233",0x88c341286e2b3493:0x2377277d0dadf6fc,"Basic, counter-serve pizzeria chain popular for its flavored crusts, such as sesame & garlic herb.","Pizza restaurant,Caterer,Italian restaurant,Pizza delivery,Pizza Takeout,Restaurant,Salad shop,Sandwich shop",3,155,$,1.0,1.0,"0x88c340e74353b06d:0x8acf42d03dfa206e,0x88c340ddf42c6d5d:0x182118b1cad5953d,0x88c3417ee297d0e7:0x78faf7bc7f0275de,0x88c3417f2688eafd:0xc5e55d8d51508a29,0x88c36a09bc569749:0xf35b1b8f07461323",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c341286e2b3493:0x2377277d0dadf6fc?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,4112 Bee Ridge Rd FL USA,34233,Closed ⋅ Opens 10:30AM,10:30AM,Sin Dato,SARASOTA,SARASOTA,27.298668137931035,-82.48535262068965
511,Papa John's Pizza,"Papa John's Pizza, 3190 Gulf Breeze Pkwy, Gulf Breeze, FL 32561",0x8890c4918e323a9d:0x84c1a2fa18812f7c,"Take-out/delivery chain offering classic & specialty pizzas, wings & breadsticks, plus desserts.",Pizza restaurant,3,104,$,1.0,1.0,"0x8890c4921e000971:0xa84f7cc5b1f0a08d,0x8890c6880675a77f:0x572e1e4351732cfd,0x8890c65fc2291a51:0x1fcfce883415bf60,0x8890c4b22cdae043:0xff3c6ffb2f0c545,0x8890c45d5ab07115:0x2246abca3c62b165",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c4918e323a9d:0x84c1a2fa18812f7c?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3190 Gulf Breeze Pkwy FL USA,32561,Open ⋅ Closes 1AM,Sin Dato,1AM,GULF BREEZE,SANTA ROSA,30.38653641195528,-87.08761777393661
512,Subway,"Subway, 2665 Avalon Blvd, Milton, FL 32583",0x8890e8c8a69f46d9:0xf4aabd14250216c3,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3,38,$,1.0,1.0,"0x8890e859364c37f3:0xfc5196382cef9462,0x8890e8c8a69f46df:0x4084ade8ef97af5f,0x8890e59093e44367:0x4a166c02e0a630,0x8890e59834143bd3:0x500c49e19f8fbafd,0x8890e5f4dc7e9e9d:0xd09571c7f040cf2d",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890e8c8a69f46d9:0xf4aabd14250216c3?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2665 Avalon Blvd FL USA,32583,Open ⋅ Closes 9PM,Sin Dato,9PM,MILTON,SANTA ROSA,30.52504259362411,-87.08739281124981
513,Latin Flavors,"Latin Flavors, 4801 NW 128th St, Opa-locka, FL 33054",0x88d9baa850b908f3:0x18ca2c110e9f3504,Sin Dato,Wholesale bakery,3,5,Sin Dato,1.0,1.0,"0x88d9bca1e8ab5ff9:0x980e11b29f0a47f2,0x88d9014b8b6367f7:0x60f3c46a99249dd9,0x88d9b6b2fba5a413:0x1adcdf75610dc06c,0x88d9ba2de9935c63:0xfa6aa5267143ec9b,0x88d9a5ea44834305:0xda9f990629811fb8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9baa850b908f3:0x18ca2c110e9f3504?authuser=-1&hl=en&gl=us,0,1,0,0,Inactivo,4801 NW 128th St FL USA,33054,Sin Dato,Sin Dato,Sin Dato,OPA LOCKA,MIAMI-DADE,25.893661,-80.277563
514,Jersey Mike's Subs,"Jersey Mike's Subs, 2105 Hwy. 77 South, Unit 5, Lynn Haven, FL 32444",0x8893835167ef1caf:0xd5e21c01519338bd,New Jersey-based counter-serve sandwich chain serving jumbo subs filled with cold cuts & toppings.,"Sandwich shop,Caterer,Deli,Fast food restaurant,Takeout Restaurant",4,68,$,1.0,1.0,"0x889383a9f8aed491:0x8875bf40c9e0f9ed,0x88938304323b37d1:0x48d2c55a81e87920,0x889383a965592539:0x6bd436ab6c8935d9,0x889383a993ca5ce3:0x8407b883262423cf,0x889383fa5606230d:0x14f9ee97262ad8e1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893835167ef1caf:0xd5e21c01519338bd?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2105 Hwy. 77 South FL USA,32444,Closed ⋅ Opens 10AM,10AM,Sin Dato,LYNN HAVEN,BAY,30.234375,-85.625
515,Slim Chickens,"Slim Chickens, 2915 Highway 77 South, Lynn Haven, FL 32444",0x88938306cd6fe043:0xe1e7770fe956dd9a,"Counter-serve chain specializing in chicken dishes, plus Southern sides & desserts served in jars.","Chicken shop,American restaurant,Caterer,Fast food restaurant,Restaurant",4,102,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938306cd6fe043:0xe1e7770fe956dd9a?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2915 Highway 77 South FL USA,32444,Closed ⋅ Opens 10AM,10AM,Sin Dato,LYNN HAVEN,BAY,30.21875,-85.625
516,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 1700 W New Haven Ave Suite 375, Melbourne, FL 32904",0x88de0e0c496075c1:0xf8880d28f4913464,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.","Restaurant,Juice shop",3,58,$,1.0,1.0,"0x88de0daf6064a2af:0x9dbaaa353773a71f,0x88de0f98a2d82707:0x85e99aef00d113ad,0x88de0e0c720b256b:0x730d84ce04dfff21,0x88de0e0c250ee357:0x97fbf7916efe3845,0x88de0e0ecb60e8e3:0xade70eecf8cfc6f3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0e0c496075c1:0xf8880d28f4913464?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1700 W New Haven Ave Suite 375 FL USA,32904,Closed ⋅ Opens 11AM,11AM,Sin Dato,MELBOURNE,BREVARD,28.078125,-80.625
517,Green Mango,"Green Mango, 8001 S Orange Blossom Trail, Orlando, FL 32809",0x88e77db2c3386c81:0xc13c4f3dfdd743e1,Sin Dato,Restaurant,4,15,Sin Dato,1.0,1.0,"0x88e77dad19c83825:0x69c4090b8bf5c2ba,0x88e77db29ef4a8b1:0x9871c42e830307f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77db2c3386c81:0xc13c4f3dfdd743e1?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,8001 S Orange Blossom Trail FL USA,32809,Closed ⋅ Opens 10AM,10AM,Sin Dato,ORLANDO,ORANGE,28.4463859,-81.3944344
518,Subway,"Subway, 2300 W Atlantic Blvd, Pompano Beach, FL 33069",0x88d9030f52a8e301:0xbcb1af4dc6bf9eb1,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",2,98,$,1.0,1.0,"0x88d9030f1087d6e5:0xb922c4b7c0403450,0x88d9030f6d3a9a95:0xf89efac28742a5f0,0x88d90305a29c4a07:0x9677f0609ce5a3ae,0x88d9030f6546bdc3:0x582197aa291ef4f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9030f52a8e301:0xbcb1af4dc6bf9eb1?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2300 W Atlantic Blvd FL USA,33069,Open ⋅ Closes 9PM,Sin Dato,9PM,POMPANO BEACH,BROWARD,26.22791,-80.155019
519,Papa John's Pizza,"Papa John's Pizza, 1596 S Dixie Hwy, Coral Gables, FL 33146",0x88d9c7fafff4200d:0xab98f9b61a0da4ba,"Take-out/delivery chain offering classic & specialty pizzas, wings & breadsticks, plus desserts.",Pizza restaurant,4,78,$,1.0,1.0,"0x88d9c7e51cc8f8b3:0x7085fe6fed14e649,0x88d9c7fcb146c80f:0x24cfa099ec2a566e,0x88d9c7fbec85ad6f:0x86e0e243f964d3a1,0x88d9b7ef1025ff4d:0x6ad5a814531935f9,0x88d9c7fbe1a59643:0x5617eabd5d4bc75a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c7fafff4200d:0xab98f9b61a0da4ba?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1596 S Dixie Hwy FL USA,33146,Closed ⋅ Opens 10AM,10AM,Sin Dato,MIAMI,MIAMI-DADE,25.7075298,-80.3125
520,Donatos Pizza,"Donatos Pizza, 1145 S Tamiami Trail, Sarasota, FL 34236",0x88c34126667ac8d5:0xd895367c9b730d8,"Chain selling crispy pizzas featuring provolone cheese & lots of toppings, plus oven-baked subs.",Pizza restaurant,4,18,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c34126667ac8d5:0xd895367c9b730d8?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1145 S Tamiami Trail FL USA,34236,Closed ⋅ Opens 10:30AM,10:30AM,Sin Dato,SARASOTA,SARASOTA,27.32337974325892,-82.52981964050704
521,Dunkin,"Dunkin, In Speedway, 19600 Pines Blvd, Pembroke Pines, FL 33029",0x88d9a17fe8b32a1b:0x4118eadf05a2c108,Long-running chain serving signature breakfast items & a variety of coffee drinks.,"Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout Restaurant",4,48,$,1.0,1.0,"0x88d9a163c6620bc9:0x688b5eb5aa1e98e1,0x88d9a160fe627345:0xb8ce1dea1394a0f2,0x88d9a38cd87b8389:0xff831aca7185eed8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a17fe8b32a1b:0x4118eadf05a2c108?authuser=-1&hl=en&gl=us,1,1,0,0,Inactivo,In Speedway FL USA,33029,Sin Dato,Sin Dato,Sin Dato,HOLLYWOOD,BROWARD,29.05649615,-81.2761117703539
522,Shell,"Shell, 2665 Avalon Blvd, Milton, FL 32583",0x8890e85b64986de9:0xd607674689ca1744,Sin Dato,"Gas station,ATM,Convenience store,Restaurant",3,38,$$,1.0,1.0,"0x8890e8c8a69f46d9:0x1a4a4ffec2e14016,0x8890ef44fef4fd3d:0xb91ffaf0825e486f,0x8890e8594519b63f:0x79884f4a25402111,0x8890e6645e7c3983:0xad8229123b707dc8,0x8890e5a2c79d6c57:0x28cbd1a2d79bd814",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890e85b64986de9:0xd607674689ca1744?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2665 Avalon Blvd FL USA,32583,Open 24 hours,Open 24 hours,Open 24 hours,MILTON,SANTA ROSA,30.52504259362411,-87.08739281124981
523,Lennys Grill & Subs,"Lennys Grill & Subs, 4550 FL-20, Niceville, FL 32578",0x889167fdc887263f:0x3d6235764a19bd15,Outpost of a chain specializing in Philly-style cheesesteaks & submarine sandwiches.,"Sandwich shop,American restaurant,Box lunch supplier,Caterer,Deli,Fast food restaurant,Takeout Restaurant",4,95,$,1.0,1.0,"0x889169ad9bffc287:0x7b2b8198f6d3d496,0x889169ad7b50bc3f:0x5214ddb409f6e1b6,0x88916852a9c2ff77:0x19a1b63dc2f15a0e,0x889167fec04278a3:0xf26f5c6be40e9c0d,0x889169ad64a7ab87:0x31d5d59354ae35a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889167fdc887263f:0x3d6235764a19bd15?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,4550 FL-20 FL USA,32578,Permanently closed,Permanently closed,Permanently closed,NICEVILLE,OKALOOSA,30.4859759,-86.4171352
